auc,name,threshold_at_10fpr,threshold_at_1fpr,threshold_at_5fpr,tpr_at_10fpr,tpr_at_1fpr,tpr_at_5fpr
0.95356589,TM vs NT | loss,-2.5283000469207764,-2.1545326709747314,-2.41780948638916,0.8787,0.5654,0.8151
0.845946815,T vs NT | loss,-2.528555154800415,-2.1544442176818848,-2.417849063873291,0.6462,0.2623,0.5354
0.9839303600000001,TM vs NTM | loss,-2.7719061374664307,-2.4236934185028076,-2.669328451156616,0.9609,0.8182,0.9331
0.88279651,TM vs NT | Min-K 10%,-7.745516300201416,-6.843583583831787,-7.465182304382324,0.7017,0.2665,0.5779
0.826572665,T vs NT | Min-K 10%,-7.745123386383057,-6.843252658843994,-7.46520471572876,0.5927,0.1921,0.464
0.98630682,TM vs NTM | Min-K 10%,-8.925853729248047,-8.24722957611084,-8.698001861572266,0.9632,0.862,0.9389
